0.000000000000000000e+00 1.040710078390485460e+00 -1.006891368304607681e-01 7.229600498702555555e-02 5.931350517265957228e-04 -1.291058745951231997e-02
1.000000000000000056e-01 9.384241073526174981e-01 -5.894504362293105648e-02 1.069363574789834598e-01 1.798515337167991279e-02 -4.399282898075071793e-03
2.000000000000000111e-01 8.453110998651028885e-01 -2.922342156526229820e-02 1.530661618263436108e-01 3.527587332393186670e-02 -4.425793953167084238e-03
3.000000000000000444e-01 7.558819904943929746e-01 1.975338817481303664e-03 1.926098266340172394e-01 4.599080603217097635e-02 3.544566362941300140e-03
4.000000000000000222e-01 6.997585114104489801e-01 2.607676091706169486e-02 2.216266783185416867e-01 5.051307486588980239e-02 2.026669666374177232e-03
5.000000000000000000e-01 6.475973893319092456e-01 3.977832759521712780e-02 2.491665920389805611e-01 5.175960192221255862e-02 1.170020125839228188e-02
6.000000000000000888e-01 6.112910888221469996e-01 5.541425227676446963e-02 2.691522043660113939e-01 5.013903843349605538e-02 1.400306057862902610e-02
7.000000000000000666e-01 5.644762915979836260e-01 7.525012315310210254e-02 2.920428932577083248e-01 5.082720050310859244e-02 1.740181203074020119e-02
8.000000000000000444e-01 5.279151792069394222e-01 9.500760230176617804e-02 3.063529148425954141e-01 5.274866102729689615e-02 1.797347685554188598e-02
9.000000000000000222e-01 4.896819410010080365e-01 1.113278562387250564e-01 3.192920648779711823e-01 5.211063649813206522e-02 2.758724264205682578e-02
1.000000000000000000e+00 4.672244773321783673e-01 1.244841114036902702e-01 3.281908600984940194e-01 5.216635574598142006e-02 2.793656031470813025e-02
1.100000000000000089e+00 4.366701404196715597e-01 1.454241293714647609e-01 3.334843999790232938e-01 5.295757622959929023e-02 3.146180154981253335e-02
1.200000000000000178e+00 4.057484517823743420e-01 1.668719378612773530e-01 3.382945755846399338e-01 5.344023883435328193e-02 3.564501396746078132e-02
1.300000000000000044e+00 3.747046700523560814e-01 1.856747281938336269e-01 3.435486378320881662e-01 5.196438170368360143e-02 4.410965397481327044e-02
1.400000000000000133e+00 3.549167557636375703e-01 1.979757771406736033e-01 3.496056455972532118e-01 5.129473051817529800e-02 4.620740790407135840e-02
1.500000000000000000e+00 3.357740961752235798e-01 2.110661499380318551e-01 3.516245596539626650e-01 4.815862155976562836e-02 5.338023227245450308e-02
1.600000000000000089e+00 3.242867192958957534e-01 2.218280383972794922e-01 3.515212579038637375e-01 4.820852761207242154e-02 5.415770544128387098e-02
1.700000000000000178e+00 3.053923539635370332e-01 2.400780629510210484e-01 3.534972062273935012e-01 4.509341607868973256e-02 5.594470985171959981e-02
1.800000000000000044e+00 2.862036040793266012e-01 2.594267883220661708e-01 3.553655337457021224e-01 4.339669406093080162e-02 5.560964450449373125e-02
1.900000000000000133e+00 2.653731927210926655e-01 2.742711194255453289e-01 3.512630237100287101e-01 4.940892114788478229e-02 5.968811551613762562e-02
2.000000000000000000e+00 2.478380800045026644e-01 2.885876230082830007e-01 3.490155694942476683e-01 5.106959972157869287e-02 6.349632562522394830e-02
2.100000000000000089e+00 2.313913839294550467e-01 3.021179408521915688e-01 3.470856243500470284e-01 5.272719692423291638e-02 6.668390589268337332e-02
2.200000000000000178e+00 2.210678975966009763e-01 3.166269836606492860e-01 3.434340093802833449e-01 5.422683800712922025e-02 6.465150295428073735e-02
2.300000000000000266e+00 2.077962193670068736e-01 3.311513860944568788e-01 3.380450359237842095e-01 5.293819189548880366e-02 7.007174229792316467e-02
2.400000000000000355e+00 1.957404053296120383e-01 3.432910454728259064e-01 3.369538632968889225e-01 5.162504797190035216e-02 7.238650663721094003e-02
2.500000000000000000e+00 1.841434489754616710e-01 3.569934577075026816e-01 3.314201079181447462e-01 5.100560294804638156e-02 7.643839142339688142e-02
2.600000000000000089e+00 1.717534994194306885e-01 3.704367686428400863e-01 3.282746472502203194e-01 5.083528148254791434e-02 7.869825455610510168e-02
2.700000000000000178e+00 1.614894576699108519e-01 3.848158281830975636e-01 3.250683151786970537e-01 4.896333093806529146e-02 7.966145181608122461e-02
2.800000000000000266e+00 1.510524153667964775e-01 4.011767834405080557e-01 3.191807298339852661e-01 4.814798849042332962e-02 8.044661818142791188e-02
2.900000000000000355e+00 1.423658038475607845e-01 4.146914257515854074e-01 3.139502406880081975e-01 4.898014718771805803e-02 8.002402278978733297e-02
3.000000000000000000e+00 1.375132680675430763e-01 4.260776117610342029e-01 3.108960283629673138e-01 4.641262311136546553e-02 7.910785714162010818e-02
3.100000000000000089e+00 1.294624140486811681e-01 4.411300115877402339e-01 3.055499178954494410e-01 4.501027630318424344e-02 7.885199957991258224e-02
3.200000000000000178e+00 1.200539480540059323e-01 4.540673532837911641e-01 2.990705539311843686e-01 4.634444741435878728e-02 8.046244067349243856e-02
3.300000000000000266e+00 1.157849701771626327e-01 4.679911432501062118e-01 2.933102860078271035e-01 4.587125143923059811e-02 7.704977151604434915e-02
3.400000000000000355e+00 1.088791679957414049e-01 4.792450844478477467e-01 2.900250769218987723e-01 4.493250352006740445e-02 7.691890082002182660e-02
3.500000000000000000e+00 1.065895971035231704e-01 4.892019844221422442e-01 2.849886601459135083e-01 4.346676142719187175e-02 7.575550309612402722e-02
3.600000000000000089e+00 1.002246108654880341e-01 5.003824959761961066e-01 2.811555411638597124e-01 4.281084225335317350e-02 7.543102070775867252e-02
