0.000000000000000000e+00 1.040710078390485460e+00 -1.006891368304607681e-01 7.229600498702555555e-02 5.931350517265957228e-04 -1.291058745951231997e-02
1.000000000000000056e-01 9.369771567406127710e-01 -5.829950126539566041e-02 1.062897506085058452e-01 1.820072017429606379e-02 -3.166257305497106791e-03
2.000000000000000111e-01 8.443181039647488229e-01 -2.823143255326886897e-02 1.534383633939689351e-01 3.515283596354760315e-02 -4.674597111499138868e-03
3.000000000000000444e-01 7.585204889582288779e-01 2.176065476927845771e-03 1.911460329887240406e-01 4.477918239437318759e-02 3.379995894395630696e-03
4.000000000000000222e-01 7.127322251168607403e-01 1.660757572049240821e-02 2.195203474211886996e-01 5.168116063294317386e-02 -5.399340181131082874e-04
5.000000000000000000e-01 6.532815285979277631e-01 3.885304704058222675e-02 2.478168383891077298e-01 5.061999932846169420e-02 9.430327557348331183e-03
6.000000000000000888e-01 6.118829042660922646e-01 5.368713088669189309e-02 2.692380788114023815e-01 4.913493482828927561e-02 1.605596535235599004e-02
7.000000000000000666e-01 5.666523763236379629e-01 7.458477858412418393e-02 2.901857302620609591e-01 5.070167148260780465e-02 1.787295333352472218e-02
8.000000000000000444e-01 5.258602982658749925e-01 9.625779751954768870e-02 3.047576088632409363e-01 5.216590988703807136e-02 2.095750895623096910e-02
9.000000000000000222e-01 4.890216972833918430e-01 1.145285983116554468e-01 3.181145426122434228e-01 5.255743203514195994e-02 2.577901248411622326e-02
1.000000000000000000e+00 4.615758356577403521e-01 1.297587244080479485e-01 3.258227993247952980e-01 5.406575023281464526e-02 2.877746163513650660e-02
1.100000000000000089e+00 4.389418756660664056e-01 1.469528515782126954e-01 3.307851031791975149e-01 5.438561132789206110e-02 2.893421650910116619e-02
1.200000000000000178e+00 4.052686380351990247e-01 1.684953919065695915e-01 3.352706124027964307e-01 5.504265789347519838e-02 3.592411687847590906e-02
1.300000000000000044e+00 3.743372590122834298e-01 1.865203540369595736e-01 3.408464208942826867e-01 5.334769322794122304e-02 4.495080064947259979e-02
1.400000000000000133e+00 3.537236076891058789e-01 2.003776466701275849e-01 3.472712975510718336e-01 5.118323333825333665e-02 4.744435506042250783e-02
1.500000000000000000e+00 3.321076314011349728e-01 2.182844069241748619e-01 3.474001388797898215e-01 4.962109961845134060e-02 5.258835244103916839e-02
1.600000000000000089e+00 3.232217378903297078e-01 2.256081197787965509e-01 3.502296184508718047e-01 4.779988116505256429e-02 5.314182361081647848e-02
1.700000000000000178e+00 3.038105725334981355e-01 2.415722115749471266e-01 3.515098909531341187e-01 4.745622652374614781e-02 5.565571143198340398e-02
1.800000000000000044e+00 2.882863281786717247e-01 2.569989723256474456e-01 3.527372218299760220e-01 4.528843878639498416e-02 5.669183045023187123e-02
1.900000000000000133e+00 2.678369885164474384e-01 2.739324830623572904e-01 3.475825506299093370e-01 5.288035579845910134e-02 5.776954987343710379e-02
2.000000000000000000e+00 2.520081682288670133e-01 2.873195729481290428e-01 3.464258096549336363e-01 5.110387709287821795e-02 6.315042866282280509e-02
2.100000000000000089e+00 2.385132292503866769e-01 3.008965920305451403e-01 3.437207391318534144e-01 5.336538478625791476e-02 6.351053420711122444e-02
2.200000000000000178e+00 2.220353478090552612e-01 3.170682113289575721e-01 3.411842881783515580e-01 5.338745472200343012e-02 6.632756238801831850e-02
2.300000000000000266e+00 2.099143384665962120e-01 3.282127827679465759e-01 3.385623164655529038e-01 5.251804500389978259e-02 7.079552187199993074e-02
2.400000000000000355e+00 1.970428762313823912e-01 3.421714281480507935e-01 3.338944465795569694e-01 5.174123097430845253e-02 7.514554372581522257e-02
2.500000000000000000e+00 1.834821578202198711e-01 3.576981552897798844e-01 3.283529223088766380e-01 5.341166290077956763e-02 7.705431065684587022e-02
2.600000000000000089e+00 1.727001249963530660e-01 3.751509768377068177e-01 3.258058478160113514e-01 5.124022316569453589e-02 7.509835629598013429e-02
2.700000000000000178e+00 1.613642111602344997e-01 3.877212256448673289e-01 3.224883636092884531e-01 5.073463613726454657e-02 7.769071223257302539e-02
2.800000000000000266e+00 1.539846167451827952e-01 4.015288758305576855e-01 3.171192666130708271e-01 5.074980591848860662e-02 7.662305007077457875e-02
2.900000000000000355e+00 1.442596533215370069e-01 4.161155757384766840e-01 3.110270694389057899e-01 5.092727353945341456e-02 7.767966886254128178e-02
3.000000000000000000e+00 1.359855490553004143e-01 4.297273060277275736e-01 3.074188611883875710e-01 4.865379421910610847e-02 7.822014104387449429e-02
3.100000000000000089e+00 1.281087432551892558e-01 4.428235500244632750e-01 3.026186589340364441e-01 4.800312650724472552e-02 7.844886794571401256e-02
3.200000000000000178e+00 1.216363466597487480e-01 4.542379165696746601e-01 2.976906049163263179e-01 4.834619432900392338e-02 7.808658150775354967e-02
3.300000000000000266e+00 1.173496939871034317e-01 4.669062898134688777e-01 2.923750825441590595e-01 4.748757964301538598e-02 7.589051634260636503e-02
3.400000000000000355e+00 1.091690259400225349e-01 4.784414459570507927e-01 2.880689746878501434e-01 4.580970239303227415e-02 7.851623857091283298e-02
3.500000000000000000e+00 1.071099332524936693e-01 4.885093876719363570e-01 2.834090340167351174e-01 4.581394160548264011e-02 7.516154336793987034e-02
3.600000000000000089e+00 1.002056062603259717e-01 4.996387210523278721e-01 2.791561953448688516e-01 4.439243154428014482e-02 7.661196158060054606e-02
3.700000000000000178e+00 9.628177300126337934e-02 5.092389344605521284e-01 2.737925237373744491e-01 4.427943208958507598e-02 7.641078432298169243e-02
3.800000000000000266e+00 8.982993222721125104e-02 5.242077970279377386e-01 2.694802318392424123e-01 4.299887383512394912e-02 7.348370382427708847e-02
3.900000000000000355e+00 8.397392082270331570e-02 5.368604165385594262e-01 2.629124849696204969e-01 4.221334468123000283e-02 7.404236401848346416e-02
4.000000000000000000e+00 7.904983613386318275e-02 5.495729211600610675e-01 2.564492907366211494e-01 4.266188572714677690e-02 7.227287111548290344e-02
4.100000000000000533e+00 7.434658490606142756e-02 5.613900682700696532e-01 2.516606656192786895e-01 4.263148681444325905e-02 6.997302168787715437e-02
4.200000000000000178e+00 6.966234850429584013e-02 5.709944284732297870e-01 2.455929098510109265e-01 4.337488402211443772e-02 7.037920000532979503e-02
4.299999999999999822e+00 6.478963251636882248e-02 5.819768814805846846e-01 2.425423137683103414e-01 4.329643437747672519e-02 6.739117565000835031e-02
4.400000000000000355e+00 6.091834293076164863e-02 5.926656799901325323e-01 2.358218358132210812e-01 4.411123229350128599e-02 6.647912690997118124e-02
4.500000000000000000e+00 5.696867024316609740e-02 6.045087354309018890e-01 2.311179352778569007e-01 4.281523411496142295e-02 6.458750548802198732e-02
4.600000000000000533e+00 5.343955195571864492e-02 6.149007516585199840e-01 2.254392403402031841e-01 4.241103772231821778e-02 6.380440165101292083e-02
4.700000000000000178e+00 5.032239698291623986e-02 6.262849311087125281e-01 2.207482049057301055e-01 4.145151053797967861e-02 6.119137258612882685e-02
4.800000000000000711e+00 4.817608184290970291e-02 6.320959278095478195e-01 2.173344236691401310e-01 3.910695054685115607e-02 6.328729864371762659e-02
4.900000000000000355e+00 4.504653820631833450e-02 6.422280405297792205e-01 2.120547757812532574e-01 3.834375524743531549e-02 6.232592151930761715e-02
5.000000000000000000e+00 4.239123918420255321e-02 6.510080892256545626e-01 2.075112615696576290e-01 3.813678754768920487e-02 6.094628704383932283e-02
5.100000000000000533e+00 3.974932209184343229e-02 6.632526399417786322e-01 2.030232312536011663e-01 3.664381850047067346e-02 5.732674070381750531e-02
5.200000000000000178e+00 3.732802677981791883e-02 6.713011681680745024e-01 1.979238131708335457e-01 3.654899619604121824e-02 5.689549102537610342e-02
