1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00 1.040710078390485460e+00
9.384241073526174981e-01 9.412124128732910489e-01 9.379242802533690471e-01 9.378817558181811176e-01 9.374723964509452667e-01 9.375617102529971714e-01 9.421152984276108810e-01 9.365469986211977238e-01 9.422542071129550445e-01 9.404061577206401790e-01 9.393322213245697272e-01 9.391688747103573709e-01 9.373715800464920145e-01 9.406829466440072007e-01 9.330154776099673919e-01 9.337466221403440958e-01
8.453110998651028885e-01 8.460738760315125173e-01 8.424387631607725968e-01 8.445924515054125115e-01 8.633880165793175188e-01 8.597200336293400191e-01 8.602734447568003429e-01 8.579969328545621332e-01 8.424728666852465686e-01 8.461674459127217496e-01 8.360492716308757233e-01 8.415499490556599405e-01 8.556551814817460189e-01 8.599388273914808645e-01 8.571391218442174775e-01 8.563706474083105924e-01
7.558819904943929746e-01 7.560563395187543945e-01 7.553794736848167268e-01 7.446225261169365783e-01 7.863926463077940410e-01 7.863849721936786441e-01 7.748075369405679202e-01 7.781424922476721795e-01 7.560520827807384325e-01 7.592851742081770938e-01 7.486588950011425769e-01 7.469403050750302864e-01 7.820849822066414658e-01 7.863518050386157920e-01 7.734499320761604180e-01 7.733973278864365586e-01
6.997585114104489801e-01 6.996699775367286600e-01 6.956016646153004857e-01 6.979430081184020418e-01 7.194153734457332527e-01 7.151962615351432628e-01 7.104026425872719264e-01 7.130915332961460518e-01 6.971752930713112084e-01 6.965520419042681155e-01 6.948975372503111148e-01 6.951458490389416101e-01 7.107420675250224473e-01 7.164635587264375216e-01 7.069376679333260194e-01 7.092373989425266867e-01
6.475973893319092456e-01 6.521897585084802662e-01 6.563363336913871082e-01 6.433793346379519384e-01 6.634223203933887758e-01 6.659250463695447486e-01 6.585591590166541831e-01 6.587898114491285151e-01 6.497434294430887158e-01 6.475131019748493477e-01 6.533988003241579801e-01 6.434643393725334448e-01 6.690765468244471714e-01 6.518824659560363832e-01 6.592641949122909351e-01 6.470817777488708789e-01
6.112910888221469996e-01 6.136680151203730560e-01 6.233654854342625118e-01 6.119676154059258133e-01 6.246538871177456098e-01 6.155706788037543786e-01 6.309467480881670864e-01 6.144238452978239007e-01 6.198171835509961314e-01 6.044140969056368551e-01 6.159499444051186323e-01 6.083656126445715628e-01 6.212227896502608981e-01 6.086686510742964629e-01 6.267742107051642586e-01 6.076151065747169566e-01
5.644762915979836260e-01 5.685972006852623162e-01 5.695807106107483309e-01 5.660507458909826983e-01 5.801617336078126463e-01 5.771754177965773280e-01 5.902313840796811206e-01 5.788014781863136671e-01 5.640310376946319204e-01 5.638833253308350724e-01 5.636322309513809303e-01 5.617458540840404302e-01 5.793107677270711298e-01 5.679544179534524728e-01 5.884194193020713115e-01 5.685987512738833738e-01
5.279151792069394222e-01 5.230960186099286036e-01 5.325901169627877962e-01 5.189244861111738105e-01 5.401053805848373690e-01 5.419021531042724771e-01 5.489204461351743225e-01 5.401867780933435892e-01 5.184549336311496948e-01 5.179860112606486933e-01 5.208347097884415966e-01 5.119765547742938239e-01 5.430072107752151878e-01 5.362303410348594479e-01 5.382713939559987670e-01 5.312507762675823253e-01
4.896819410010080365e-01 4.828444720148565295e-01 4.939171496393411909e-01 4.839826600079185082e-01 5.045264822618560352e-01 4.973155719417653442e-01 5.040262221234630413e-01 4.989364154754676317e-01 4.802974138123562997e-01 4.799055552416152670e-01 4.850293543131584117e-01 4.732470939547064881e-01 5.047356229588748633e-01 4.966982731851326549e-01 5.021038192859409444e-01 4.904422067425394105e-01
