3.720374166666667293e+02 3.720374166666667293e+02 3.720944999999999823e+02 3.720944999999999823e+02 3.711170000000000186e+02 3.711170000000000186e+02 3.708112500000000296e+02 3.708112500000000296e+02 3.720374166666667293e+02 3.720374166666667293e+02 3.720944999999999823e+02 3.720944999999999823e+02 3.711170000000000186e+02 3.711170000000000186e+02 3.708112500000000296e+02 3.708112500000000296e+02 3.708112500000000296e+02
3.688541250000000105e+02 3.688541250000000105e+02 3.689062500000000000e+02 3.689062500000000000e+02 3.678389166666665915e+02 3.678389166666665915e+02 3.676751249999999800e+02 3.676751249999999800e+02 3.688541250000000105e+02 3.688541250000000105e+02 3.689062500000000000e+02 3.689062500000000000e+02 3.678389166666665915e+02 3.678389166666665915e+02 3.676751249999999800e+02 3.676751249999999800e+02 3.676751249999999800e+02
3.676352916666666601e+02 3.676352916666666601e+02 3.677351249999999823e+02 3.677351249999999823e+02 3.654155833333332453e+02 3.654155833333332453e+02 3.652254583333333358e+02 3.652254583333333358e+02 3.676352916666666601e+02 3.676352916666666601e+02 3.677351249999999823e+02 3.677351249999999823e+02 3.654155833333332453e+02 3.654155833333332453e+02 3.652254583333333358e+02 3.652254583333333358e+02 3.652254583333333358e+02
3.788447499999999764e+02 3.788447499999999764e+02 3.799794999999999732e+02 3.799794999999999732e+02 3.745749166666666952e+02 3.745749166666666952e+02 3.750000416666666752e+02 3.750000416666666752e+02 3.788447499999999764e+02 3.788447499999999764e+02 3.799794999999999732e+02 3.799794999999999732e+02 3.745749166666666952e+02 3.745749166666666952e+02 3.750000416666666752e+02 3.750000416666666752e+02 3.750000416666666752e+02
3.853717499999999632e+02 3.853717499999999632e+02 3.856033333333332962e+02 3.856033333333332962e+02 3.801663333333333412e+02 3.801663333333333412e+02 3.802230000000000132e+02 3.802230000000000132e+02 3.853717499999999632e+02 3.853717499999999632e+02 3.856033333333332962e+02 3.856033333333332962e+02 3.801663333333333412e+02 3.801663333333333412e+02 3.802230000000000132e+02 3.802230000000000132e+02 3.802230000000000132e+02
3.746982083333332980e+02 3.746982083333332980e+02 3.747659166666667261e+02 3.747659166666667261e+02 3.735013333333333208e+02 3.735013333333333208e+02 3.733706666666666933e+02 3.733706666666666933e+02 3.746982083333332980e+02 3.746982083333332980e+02 3.747659166666667261e+02 3.747659166666667261e+02 3.735013333333333208e+02 3.735013333333333208e+02 3.733706666666666933e+02 3.733706666666666933e+02 3.733706666666666933e+02
3.703089166666666756e+02 3.703089166666666756e+02 3.703774583333333794e+02 3.703774583333333794e+02 3.697560000000000286e+02 3.697560000000000286e+02 3.695884166666666601e+02 3.695884166666666601e+02 3.703089166666666756e+02 3.703089166666666756e+02 3.703774583333333794e+02 3.703774583333333794e+02 3.697560000000000286e+02 3.697560000000000286e+02 3.695884166666666601e+02 3.695884166666666601e+02 3.695884166666666601e+02
3.788995416666666642e+02 3.788995416666666642e+02 3.790595000000000141e+02 3.790595000000000141e+02 3.769224999999999568e+02 3.769224999999999568e+02 3.767966249999999491e+02 3.767966249999999491e+02 3.788995416666666642e+02 3.788995416666666642e+02 3.790595000000000141e+02 3.790595000000000141e+02 3.769224999999999568e+02 3.769224999999999568e+02 3.767966249999999491e+02 3.767966249999999491e+02 3.767966249999999491e+02
3.739497083333333194e+02 3.739497083333333194e+02 3.740467083333332994e+02 3.740467083333332994e+02 3.729117499999999836e+02 3.729117499999999836e+02 3.727616249999999241e+02 3.727616249999999241e+02 3.739497083333333194e+02 3.739497083333333194e+02 3.740467083333332994e+02 3.740467083333332994e+02 3.729117499999999836e+02 3.729117499999999836e+02 3.727616249999999241e+02 3.727616249999999241e+02 3.727616249999999241e+02
3.556038333333333412e+02 3.556038333333333412e+02 3.555934583333332739e+02 3.555934583333332739e+02 3.565391249999999559e+02 3.565391249999999559e+02 3.564318333333333726e+02 3.564318333333333726e+02 3.556038333333333412e+02 3.556038333333333412e+02 3.555934583333332739e+02 3.555934583333332739e+02 3.565391249999999559e+02 3.565391249999999559e+02 3.564318333333333726e+02 3.564318333333333726e+02 3.564318333333333726e+02
