   0.737 264.058   -9.99  -999.0
   0.732 267.188   -9.99  -999.0
   0.715 267.171   -9.99  -999.0
  -999.0 270.838   -9.99  -999.0
  -999.0 234.008   1.173   297.0
   0.743 243.521   -9.99  -999.0
   0.736 257.683   -9.99  -999.0
   0.774 273.088   -9.99  -999.0
   0.753 274.133   -9.99  -999.0
  -999.0 286.042   -9.99  -999.0
  -999.0 278.346   -9.99  -999.0
  -999.0 264.325   1.157   318.0
  -999.0 295.162   -9.99  -999.0
   0.829 299.454   1.209   323.0
   0.733 282.608   -9.99  -999.0
    0.72 291.046   -9.99  -999.0
   0.741 302.783   -9.99  -999.0
   0.788 285.308   -9.99  -999.0
   0.694 300.662   1.214   352.0
   0.674 315.504   -9.99  -999.0
   0.626 316.696   -9.99  -999.0
   0.642 322.675   -9.99  -999.0
   0.614 325.117   -9.99  -999.0
   0.615 329.079   -9.99  -999.0
   0.596 325.125   -9.99  -999.0
   0.598 325.108   0.647   273.0
   0.605 326.625   -9.99  -999.0
   0.589 327.525   -9.99  -999.0
   0.564 327.271   -9.99  -999.0
     0.6 324.321   -9.99  -999.0
   0.564 327.325   -9.99  -999.0
   0.591 324.267   -9.99  -999.0
   0.529 326.442   0.335   136.0
   0.543 326.533   -9.99  -999.0
   0.582 323.729   -9.99  -999.0
   0.534 322.821   -9.99  -999.0
   0.506 317.442   -9.99  -999.0
   0.455 321.029   -9.99  -999.0
   0.385 322.579   -9.99  -999.0
   0.306 329.867   0.063    22.0
   0.231   337.7   -9.99  -999.0
   0.199 357.654     0.0     0.0
   0.126 346.963   -9.99  -999.0
   0.118 330.921   -9.99  -999.0
  -999.0 310.392   -9.99  -999.0
   0.807 304.533   -9.99  -999.0
   0.724 308.408    0.35    45.0
   0.659 317.162   -9.99  -999.0
   0.662 322.079   -9.99  -999.0
   0.616 321.675   -9.99  -999.0
   0.253 346.271   -9.99  -999.0
   0.129  346.75   -9.99  -999.0
   0.245 331.504   -9.99  -999.0
   0.079 336.971   -9.99  -999.0
     0.1 337.121   -9.99  -999.0
   0.794 320.188   -9.99  -999.0
   0.603 319.267   -9.99  -999.0
   0.225 338.354   -9.99  -999.0
   0.133 353.558   -9.99  -999.0
   0.139 362.533   -9.99  -999.0
   0.097   341.4   -9.99  -999.0
   0.153 365.563   -9.99  -999.0
   0.105 349.737   -9.99  -999.0
   0.142 374.175   -9.99  -999.0
   0.166 389.079   -9.99  -999.0
   0.168   397.3   -9.99  -999.0
   0.166 404.542   -9.99  -999.0
   0.156 400.213   -9.99  -999.0
   0.115 370.879   -9.99  -999.0
   0.143 360.133   -9.99  -999.0
   0.132 349.392   -9.99  -999.0
   0.122 340.729   -9.99  -999.0
   0.139 341.296   -9.99  -999.0
   0.237 342.075   -9.99  -999.0
   0.139 337.188   -9.99  -999.0
   0.112  335.55   -9.99  -999.0
   0.171 349.663   -9.99  -999.0
   0.173 363.217   -9.99  -999.0
   0.169   375.7   -9.99  -999.0
   0.155 363.488   -9.99  -999.0
   0.161 368.383   -9.99  -999.0
   0.125 348.421   -9.99  -999.0
   0.156 358.321   -9.99  -999.0
    0.09 344.283   -9.99  -999.0
   0.168 363.025   -9.99  -999.0
   0.169 387.379   -9.99  -999.0
   0.158  384.55   -9.99  -999.0
    0.17 374.788   -9.99  -999.0
   0.154 352.833   -9.99  -999.0
   0.181 372.467   -9.99  -999.0
   0.177 388.633   -9.99  -999.0
   0.178 404.725   -9.99  -999.0
   0.176 409.329   -9.99  -999.0
   0.181 412.958   -9.99  -999.0
   0.181 412.212   -9.99  -999.0
   0.156  379.95   -9.99  -999.0
   0.181 370.913   -9.99  -999.0
