1111,153.21,74.54,0.147
1112,190.99,107.50,0.103
1121,151.94,75.50,0.151
1122,190.90,109.58,0.103
1211,152.10,85.33,0.162
1212,205.41,118.79,0.109
1221,154.41,85.71,0.162
1222,206.60,119.13,0.109
2111,166.48,97.17,0.131
2112,196.13,109.92,0.092
2121,165.95,97.08,0.133
2122,195.97,110.08,0.093
2211,165.64,99.38,0.144
2212,208.11,120.54,0.099
2221,167.89,99.63,0.143
2222,209.40,120.96,0.099
