-1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01 -1.006891368304607681e-01
-5.894504362293105648e-02 -6.033120636893173072e-02 -5.838564073211970074e-02 -6.016471683339217474e-02 -5.918397727808035608e-02 -5.909576682903974060e-02 -6.146950368302851742e-02 -5.934499815004707496e-02 -6.165432498294502045e-02 -6.037679048998489256e-02 -6.193293557516935804e-02 -6.143948815995174673e-02 -5.997557511785321649e-02 -6.211385683303408817e-02 -5.870766811236768912e-02 -5.950198558337923410e-02
-2.922342156526229820e-02 -3.038310482147397323e-02 -2.969645828949002073e-02 -3.186467080118890460e-02 -4.045049254750721079e-02 -3.850206014912749969e-02 -3.894953073221422285e-02 -3.934389281701771574e-02 -2.850725608696863533e-02 -2.904086145198791352e-02 -2.696995739446519588e-02 -3.022682148770122756e-02 -3.767185965428589828e-02 -3.930709594116008065e-02 -3.944155165988682404e-02 -3.862498263512836177e-02
1.975338817481303664e-03 2.318771013536793935e-03 2.865899345062652807e-03 5.666363561210994342e-04 -1.207670767754656649e-02 -1.243090383369348760e-02 -6.693338462740798002e-03 -1.082887672388322016e-02 6.711521796158020393e-03 -1.562436286321983538e-04 5.408633781646699119e-03 3.642627660815721865e-03 -9.887468489611781625e-03 -1.115514362069764016e-02 -7.142852284907168052e-03 -8.668487575842738838e-03
2.607676091706169486e-02 2.741623941134323228e-02 2.594333943612819535e-02 2.337020234663979290e-02 1.654746170413982573e-02 1.777690842366677626e-02 1.430365408409261900e-02 1.115620075015647319e-02 2.732709969097822655e-02 2.648081321297440088e-02 2.425452937637307196e-02 2.508696927117686284e-02 1.814252261631875418e-02 1.378424219222551539e-02 1.594405382072911978e-02 1.560456650700036731e-02
3.977832759521712780e-02 4.287676481275955881e-02 3.344603965470643175e-02 4.172322158492183103e-02 2.703018361820016049e-02 2.924665828948755028e-02 2.388173464990233849e-02 2.839104818269264086e-02 3.957579871425943169e-02 4.474620582156873388e-02 3.548372692605764739e-02 4.515428684199476045e-02 2.610155859633705999e-02 3.800076521010471026e-02 2.499610116770005844e-02 3.741874921640054447e-02
5.541425227676446963e-02 5.677062002667793844e-02 4.334818735924574756e-02 4.929638592328412783e-02 3.746778986209405721e-02 4.894066327618305789e-02 3.072677699853929717e-02 4.391788887104302458e-02 5.006385508530054179e-02 5.889812337541039389e-02 4.866272734700183983e-02 5.245187632542391148e-02 4.404895527278628736e-02 5.402584483386287106e-02 3.438369371071799130e-02 4.716313299444837431e-02
7.525012315310210254e-02 7.383158082609150852e-02 6.652027786365249939e-02 7.093749100176945099e-02 5.971120229779502270e-02 6.288499223149658646e-02 5.478095115006074295e-02 5.934301780950751448e-02 7.632292984120658819e-02 7.753950597492269281e-02 7.039770713588724971e-02 7.676268303321960584e-02 6.177269213527369213e-02 6.879844746000733646e-02 5.505068395774620482e-02 6.472575124101105637e-02
9.500760230176617804e-02 9.686432441666445459e-02 9.036104680808469680e-02 9.600286460234684627e-02 8.112423645489795498e-02 8.317973431216768576e-02 7.658413690654687633e-02 7.991345740069133452e-02 1.005822928631036201e-01 1.026197101229270325e-01 9.620424987393713656e-02 1.014374251936696059e-01 8.193765480631311215e-02 8.716391735277012609e-02 8.069950274318206385e-02 8.590263053628159617e-02
1.113278562387250564e-01 1.212464119663035078e-01 1.120841495190206538e-01 1.185299419422486539e-01 1.016235705959079583e-01 1.072069539958296763e-01 9.770473325347593663e-02 1.025621948447763415e-01 1.227759047444003382e-01 1.252127613585163335e-01 1.205127962883627141e-01 1.263596324576587993e-01 1.042393480701462455e-01 1.087214781520567664e-01 1.026268143688366385e-01 1.096093357260101292e-01
1.244841114036902702e-01 1.443335176329789971e-01 1.203612883422545271e-01 1.464166741014480411e-01 1.176310825544176902e-01 1.283286397083392982e-01 1.151639402930799139e-01 1.266030477259927900e-01 1.381860100516264234e-01 1.473189056086513515e-01 1.385049052957917082e-01 1.494923232757398301e-01 1.288544393760608642e-01 1.313216639123442886e-01 1.249748447814531538e-01 1.308645771990189777e-01
1.454241293714647609e-01 1.631203146680537397e-01 1.413513427838314351e-01 1.644488982747910055e-01 1.325647032843854378e-01 1.504019282123905121e-01 1.299711970576285514e-01 1.445361245531501249e-01 1.565062974059251710e-01 1.699991345976626655e-01 1.551358824986239227e-01 1.720948081522139517e-01 1.509121156418038179e-01 1.515846498271897769e-01 1.451831850903254895e-01 1.489892809109807092e-01
1.668719378612773530e-01 1.815415464860660466e-01 1.595762866015363324e-01 1.819907745961202306e-01 1.535028965713047255e-01 1.671737010750754537e-01 1.484921122363065948e-01 1.653679647248310625e-01 1.739178286386044436e-01 1.886416439077463758e-01 1.739581670281990788e-01 1.892525628287869133e-01 1.662027623982885727e-01 1.723213994430652929e-01 1.619659277675100650e-01 1.705321384114555916e-01
1.856747281938336269e-01 1.988779505284946070e-01 1.810244156937682036e-01 1.971882802951180624e-01 1.682301593770363091e-01 1.868787639758555386e-01 1.653429186026404707e-01 1.880736553980333348e-01 1.938959902874480834e-01 2.058522342274256289e-01 1.943323576514269513e-01 2.080034792128270527e-01 1.808038011049264149e-01 1.913214886620216992e-01 1.790564906009835533e-01 1.938543521210755460e-01
1.979757771406736033e-01 2.114575221011928685e-01 1.951864958425285346e-01 2.140459796279897686e-01 1.844543351371675521e-01 2.042743573385061573e-01 1.781257102303490936e-01 2.060029311153364351e-01 2.107536674500946339e-01 2.200289517930178740e-01 2.116892996855560538e-01 2.246040539697787275e-01 1.986678467605181853e-01 2.092012055793045222e-01 1.941800443657043518e-01 2.106431948656244391e-01
